VA_DATE,VOLCANO_NAME,VOLCANO_ID,OBS_DATE,OBS_LOWALT,OBS_HIGHALT,OBS_CONTOUR,FCST+6_DATE,FCST+6_LOWALT,FCST+6_HIGHALT,FCST+6_CONTOUR,FCST+12_DATE,FCST+12_LOWALT,FCST+12_HIGHALT,FCST+12_CONTOUR,FCST+18_DATE,FCST+18_LOWALT,FCST+18_HIGHALT,FCST+18_CONTOUR
201711031027,POPOCATEPETL,341090,201711031000,SFC,FL210,N1928W09854N1902W09836N1859W09837N1901W09908N1928W09854,201711031600,SFC,FL210,N1954W09920N1902W09835N1857W09837N1858W09943N1954W09920,201711032200,SFC,FL210,N1938W09938N1902W09835N1858W09835N1839W09950N1938W09938,201711040400,SFC,FL210,N1914W09955N1904W09835N1859W09835N1823W09949N1914W09955
201710300008,POPOCATEPETL,341090,201710292347,SFC,FL220,N1906W09824N1856W09824N1900W09836N1902W09836N1906W09824,201710300600,None,None,NO ASH,201710301200,None,None,NO ASH,201710301800,None,None,NO ASH
201710290503,POPOCATEPETL,341090,201710290445,SFC,FL200,N1910W09758N1857W09758N1859W09837N1907W09837N1910W09758,201710291100,None,None,NO ASH,201710291700,None,None,NO ASH,201710292300,None,None,NO ASH
201710261313,POPOCATEPETL,341090,201710261245,SFC,FL220,N1911W09834N1906W09828N1902W09835N1904W09837N1911W09834,201710261900,SFC,FL220,N1929W09820N1919W09810N1911W09823N1915W09827N1929W09820,201710270100,SFC,FL220,N1943W09755N1930W09744N1925W09801N1932W09805N1943W09755,201710270700,None,None,NO ASH
201710221120,POPOCATEPETL,341090,201710221100,SFC,FL190,N1858W09845N1855W09840N1827W09856N1830W09902N1858W09845,201710221700,None,None,NO ASH,201710222300,None,None,NO ASH,201710230500,None,None,NO ASH
201710211624,POPOCATEPETL,341090,201710211600,SFC,FL250,N1900W09831N1847W09809N1841W09816N1856W09834N1900W09831,201710212200,None,None,NO ASH,201710220400,None,None,NO ASH,201710221000,None,None,NO ASH
201710211413,POPOCATEPETL,341090,201710211400,SFC,FL250,N1904W09837N1901W09830N1858W09832N1902W09838N1904W09837,201710212000,None,None,NO ASH,201710220200,None,None,NO ASH,201710220800,None,None,NO ASH
201710210114,POPOCATEPETL,341090,201710210045,SFC,FL220,N1903W09822N1843W09805N1828W09835N1849W09839N1903W09822,201710210700,SFC,FL220,N1831W09818N1801W09805N1801W09838N1823W09832N1831W09818,201710211300,None,None,NO ASH,201710211900,None,None,NO ASH
201710202322,POPOCATEPETL,341090,201710202245,SFC,FL220,N1910W09817N1853W09816N1858W09831N1905W09831N1910W09817,201710210500,SFC,FL220,N1913W09756N1854W09753N1858W09809N1906W09809N1913W09756,201710211100,SFC,FL220,N1916W09730N1854W09729N1900W09745N1908W09746N1916W09730,201710211700,None,None,NO ASH
201710161328,POPOCATEPETL,341090,201710161317,SFC,FL200,N1859W09834N1848W09835N1844W09842N1855W09846N1859W09834,201710161930,SFC,FL200,N1901W09837N1853W09835N1840W09846N1859W09854N1901W09837,201710170130,None,None,NO ASH,201710170730,None,None,NO ASH
201710101942,POPOCATEPETL,341090,201710101915,SFC,FL190,N1900W09838N1858W09836N1825W09904N1843W09919N1900W09838,201710110130,SFC,FL190,N1902W09837N1859W09837N1834W09919N1856W09929N1902W09837,201710110730,SFC,FL190,N1905W09931N1902W09837N1859W09836N1846W09927N1905W09931,201710111330,SFC,FL190,N1904W09837N1858W09838N1842W09926N1902W09931N1904W09837
201710101407,POPOCATEPETL,341090,201710101345,SFC,FL190,N1901W09839N1859W09836N1819W09853N1831W09911N1901W09839,201710102000,SFC,FL190,N1901W09838N1859W09835N1826W09907N1843W09920N1901W09838,201710110200,None,None,NO ASH,201710110800,None,None,NO ASH
201710100809,POPOCATEPETL,341090,201710100745,SFC,FL190,N1901W09839N1853W09834N1756W09910N1828W09943N1901W09839,201710101400,None,None,NO ASH,201710102000,None,None,NO ASH,201710110200,None,None,NO ASH
201710091442,POPOCATEPETL,341090,201710091427,SFC,FL210,N1901W09835N1858W09829N1856W09830N1900W09836N1901W09835,201710092030,SFC,FL210,N1901W09837N1856W09831N1855W09832N1901W09837N1901W09837,201710100230,SFC,FL210,N1901W09837N1854W09835N1854W09837N1901W09837N1901W09837,201710100830,None,None,NO ASH
201710090847,POPOCATEPETL,341090,201710090815,SFC,FL230,N1922W09801N1856W09747N1856W09838N1905W09840N1915W09826N1922W09801,201710091430,SFC,FL230,N1916W09814N1911W09744N1851W09712N1832W09710N1850W09749N1856W09837N1904W09839N1916W09814,201710092030,SFC,FL230,N1850W09729N1842W09706N1814W09649N1818W09710N1841W09741N1850W09729,201710100230,None,None,NO ASH
201710090549,POPOCATEPETL,341090,201710090415,SFC,FL210,N1920W09822N1914W09811N1857W09835N1901W09838N1920W09822,201710091030,SFC,FL210,N1944W09739N1937W09720N1928W09738N1933W09753N1944W09739,201710091630,None,None,NO ASH,201710092230,None,None,NO ASH
201710082008,POPOCATEPETL,341090,201710081957,SFC,FL280,N1908W09830N1904W09828N1901W09833N1905W09834N1906W09835N1908W09830,201710090200,None,None,NO ASH,201710090800,None,None,NO ASH,201710091400,None,None,NO ASH
201710081544,POPOCATEPETL,341090,201710081512,SFC,FL210,N1916W09814N1910W09813N1909W09817N1914W09819N1916W09814,201710082100,None,None,NO ASH,201710090300,None,None,NO ASH,201710090900,None,None,NO ASH
201710071716,POPOCATEPETL,341090,201710071652,SFC,FL300,N1928W09823N1919W09817N1901W09835N1901W09838N1922W09842N1928W09823,201710072300,SFC,FL300,N2255W09740N2242W09734N2231W09804N2247W09805N2255W09740,201710080500,None,None,NO ASH,201710081100,None,None,NO ASH
201710071143,POPOCATEPETL,341090,201710071115,SFC,FL220,N1904W09839N1859W09834N1838W09849N1845W09856N1904W09839,201710071730,SFC,FL220,N1902W09839N1859W09835N1822W09900N1834W09909N1902W09839,201710072330,SFC,FL220,N1903W09838N1859W09835N1823W09901N1834W09908N1903W09838,201710080530,SFC,FL220,N1904W09838N1859W09835N1822W09900N1832W09908N1904W09838
201710070603,POPOCATEPETL,341090,201710070515,SFC,FL220,N1821W09904N1817W09853N1744W09906N1753W09922N1821W09904,201710071130,SFC,FL220,N1837W09855N1832W09847N1801W09859N1808W09914N1837W09855,201710071730,None,None,NO ASH,201710072330,None,None,NO ASH
201710061408,POPOCATEPETL,341090,201710061357,SFC,FL210,N1858W09843N1856W09840N1846W09849N1854W09857N1858W09843,201710062000,None,None,NO ASH,201710070200,None,None,NO ASH,201710070800,None,None,NO ASH
201710052039,POPOCATEPETL,341090,201710052000,SFC,FL210,N1903W09840N1859W09840N1843W09904N1856W09910N1903W09840,201710060200,SFC,FL210,N1856W09959N1835W09955N1834W10036N1845W10038N1856W09959,201710060800,None,None,NO ASH,201710061400,None,None,NO ASH
201710051439,POPOCATEPETL,341090,201710051427,SFC,FL210,N1905W09837N1901W09834N1852W09855N1859W09858N1905W09837,201710052030,None,None,NO ASH,201710060230,None,None,NO ASH,201710060830,None,None,NO ASH
201710050843,POPOCATEPETL,341090,201710050815,SFC,FL190,N1913W09903N1909W09853N1856W09858N1900W09908N1913W09903,201710051430,None,None,NO ASH,201710052030,None,None,NO ASH,201710060230,None,None,NO ASH
201710010549,POPOCATEPETL,341090,201710010537,SFC,FL260,N1904W09843N1900W09840N1853W09849N1858W09853N1904W09843,201710011130,SFC,FL260,N1843W09925N1838W09920N1831W09935N1837W09937N1843W09925,201710011730,None,None,NO ASH,201710012330,None,None,NO ASH
201710010444,POPOCATEPETL,341090,201710010415,SFC,FL260,N1908W09855N1905W09841N1858W09843N1901W09857N1908W09855,201710011030,None,None,NO ASH,201710011630,None,None,NO ASH,201710012230,None,None,NO ASH
201712311158,REVENTADOR,352010,201712311130,SFC,FL140,S0005W07741S0005W07738S0011W07738S0011W07743S0005W07741,201712311730,None,None,NO ASH,201712312330,None,None,NO ASH,201712010530,None,None,NO ASH
201712302335,REVENTADOR,352010,201712302315,SFC,FL140,S0002W07740S0005W07737S0017W07744S0013W07751S0002W07740,201712310530,SFC,FL140,S0002W07740S0003W07737S0020W07738S0019W07750S0002W07740,201712311130,SFC,FL140,S0001W07738S0005W07737S0020W07746S0013W07758S0001W07738,201712311730,SFC,FL140,S0001W07738S0007W07736S0022W07746S0014W07757S0001W07738
201712300315,REVENTADOR,352010,201712300245,SFC,FL140,S0004W07740S0005W07739S0043W07812S0022W07829S0004W07740,201712300900,SFC,FL140,S0003W07740S0004W07740S0040W07816S0016W07830S0003W07740,201712301500,SFC,FL140,S0002W07829S0003W07740S0005W07739S0029W07826S0002W07829,201712302100,SFC,FL140,N0002W07827S0004W07740S0005W07740S0026W07828N0002W07827
201712292125,REVENTADOR,352010,201712292045,SFC,FL140,N0034W07817S0002W07740S0005W07741N0011W07837N0034W07817,201712300300,None,None,NO ASH,201712300900,None,None,NO ASH,201712301500,None,None,NO ASH
201712262215,REVENTADOR,352010,201712262145,SFC,FL140,S0007W07735S0022W07734S0020W07743S0008W07743S0007W07735,201712270400,None,None,NO ASH,201712271000,None,None,NO ASH,201712271600,None,None,NO ASH
201712261008,REVENTADOR,352010,201712260945,SFC,FL160,S0004W07740S0007W07737S0017W07752S0009W07755S0004W07740,201712261600,SFC,FL160,S0005W07739S0007W07737S0025W07754S0016W07759S0005W07739,201712262200,SFC,FL160,S0005W07739S0009W07737S0025W07753S0016W07757S0005W07739,201712270400,SFC,FL160,S0005W07739S0008W07738S0025W07748S0019W07759S0005W07739
201712260409,REVENTADOR,352010,201712260345,SFC,FL140,N0010W07743S0002W07738S0005W07740N0005W07750N0010W07743,201712261000,SFC,FL140,N0011W07743S0002W07738S0005W07739N0004W07752N0011W07743,201712261600,None,None,NO ASH,201712262200,None,None,NO ASH
201712252224,REVENTADOR,352010,201712252200,SFC,FL140,N0006W07743N0005W07735S0004W07737S0003W07741N0006W07743,201712260400,SFC,FL140,N0014W07747N0013W07735S0005W07738S0004W07740N0014W07747,201712261000,None,None,NO ASH,201712261600,None,None,NO ASH
201712250651,REVENTADOR,352010,201712250545,SFC,FL150,N0011W07745S0003W07737S0005W07741N0006W07752N0011W07745,201712251200,SFC,FL150,N0014W07745S0004W07737S0005W07741N0007W07753N0014W07745,201712251800,SFC,FL150,N0014W07745S0004W07737S0007W07741N0011W07754N0014W07745,201712260000,SFC,FL150,N0014W07745S0004W07737S0006W07740N0011W07755N0014W07745
201712250058,REVENTADOR,352010,201712250030,SFC,FL140,N0018W07758S0004W07738S0007W07739N0012W07805N0018W07758,201712250630,SFC,FL140,N0020W07758S0003W07738S0007W07739N0012W07805N0020W07758,201712251230,None,None,NO ASH,201712251830,None,None,NO ASH
201712240639,REVENTADOR,352010,201712240615,SFC,FL140,S0000W07802S0003W07739S0008W07738S0011W07804S0000W07802,201712241230,SFC,FL140,S0002W07806S0004W07739S0008W07738S0011W07805S0002W07806,201712241830,SFC,FL140,S0002W07802S0002W07739S0007W07738S0010W07803S0002W07802,201712250030,SFC,FL140,S0002W07803S0004W07738S0007W07739S0008W07804S0002W07803
201712240052,REVENTADOR,352010,201712240030,SFC,FL140,S0000W07802S0001W07738S0007W07738S0006W07804S0000W07802,201712240630,SFC,FL140,S0001W07739S0006W07737S0012W07807S0002W07809S0001W07739,201712241230,SFC,FL140,N0001W07809S0001W07737S0006W07738S0008W07808N0001W07809,201712241830,SFC,FL140,N0004W07810S0000W07738S0008W07739S0006W07810N0004W07810
201712231856,REVENTADOR,352010,201712231830,SFC,FL160,S0002W07740S0007W07740S0026W07823S0004W07831S0002W07740,201712240030,SFC,FL160,S0002W07739S0007W07739S0034W07823S0013W07832S0002W07739,201712240630,SFC,FL160,S0002W07739S0007W07738S0026W07822S0006W07831S0002W07739,201712241230,SFC,FL160,S0001W07740S0006W07738S0026W07825S0004W07831S0001W07740
201712230638,REVENTADOR,352010,201712230615,SFC,FL130,S0002W07759S0004W07738S0007W07739S0010W07801S0002W07759,201712231230,None,None,NO ASH,201712231830,None,None,NO ASH,201712240030,None,None,NO ASH
201712230050,REVENTADOR,352010,201712230030,SFC,FL140,N0003W07807S0001W07737S0007W07739S0006W07806N0003W07807,201712230630,SFC,FL140,N0000W07738S0006W07737S0013W07813S0004W07815N0000W07738,201712231230,SFC,FL140,N0002W07816N0000W07738S0008W07738S0011W07814N0002W07816,201712231830,SFC,FL140,S0001W07740S0006W07738S0020W07814S0004W07820S0001W07740
201712220510,REVENTADOR,352010,201712220430,SFC,FL150,N0002W07753S0003W07740S0006W07739S0004W07756N0002W07753,201712221030,None,None,NO ASH,201712221630,None,None,NO ASH,201712222230,None,None,NO ASH
201712212313,REVENTADOR,352010,201712212245,SFC,FL150,S0001W07749S0001W07743S0005W07743S0004W07750S0001W07749,201712220500,SFC,FL150,N0000W07750S0003W07739S0006W07738S0005W07752N0000W07750,201712221100,None,None,NO ASH,201712221700,None,None,NO ASH
201712190555,REVENTADOR,352010,201712190530,SFC,FL170,N0008W07759S0002W07739S0008W07740S0002W07805N0008W07759,201712191130,SFC,FL170,N0012W07805S0003W07737S0007W07737S0004W07811N0012W07805,201712191730,SFC,FL170,N0007W07808S0001W07739S0007W07740S0007W07813N0007W07808,201712192330,SFC,FL170,N0005W07810S0001W07738S0007W07737S0009W07814N0005W07810
201712190006,REVENTADOR,352010,201712192345,SFC,FL170,N0035W07808S0002W07739S0005W07740N0014W07826N0035W07808,201712200600,SFC,FL170,N0033W07810S0002W07739S0004W07740N0011W07828N0033W07810,201712201200,SFC,FL170,N0034W07804S0001W07739S0005W07740N0015W07820N0034W07804,201712201800,SFC,FL170,N0031W07810S0002W07740S0004W07741N0008W07826N0031W07810
201712181247,REVENTADOR,352010,201712181215,SFC,FL160,N0001W07743S0004W07738S0005W07740S0002W07746N0001W07743,201712181830,SFC,FL160,N0002W07746S0004W07738S0006W07739S0004W07749N0002W07746,201712190030,SFC,FL160,N0002W07747S0004W07738S0006W07739S0004W07750N0002W07747,201712190630,SFC,FL160,N0002W07747S0004W07738S0007W07739S0003W07750N0002W07747
201712180224,REVENTADOR,352010,201712180145,SFC,FL170,S0003W07740S0007W07739S0011W07758S0003W07757S0003W07740,201712180800,SFC,FL170,S0002W07739S0006W07738S0010W07757S0003W07757S0002W07739,201712181400,SFC,FL170,S0003W07757S0004W07739S0006W07738S0011W07757S0003W07757,201712182000,SFC,FL170,S0003W07758S0004W07738S0007W07738S0010W07758S0003W07758
201712172023,REVENTADOR,352010,201712171945,SFC,FL160,N0007W07803S0004W07739S0005W07739S0007W07804N0007W07803,201712180200,SFC,FL160,N0008W07805S0004W07739S0005W07740S0008W07807N0008W07805,201712180800,SFC,FL160,N0009W07807S0004W07739S0005W07739S0009W07807N0009W07807,201712181400,SFC,FL160,N0009W07807S0004W07739S0005W07739S0009W07807N0009W07807
201712171426,REVENTADOR,352010,201712171400,SFC,FL180,N0011W07801S0003W07738S0005W07740S0004W07807N0011W07801,201712172000,SFC,FL180,N0008W07808S0003W07738S0005W07740S0008W07810N0008W07808,201712180200,SFC,FL180,N0008W07808S0004W07738S0005W07739S0009W07810N0008W07808,201712180800,SFC,FL180,N0008W07807S0004W07738S0005W07738S0009W07810N0008W07807
201712170242,REVENTADOR,352010,201712170215,SFC,FL140,S0004W07740S0004W07739S0011W07756S0008W07758S0004W07740,201712170830,SFC,FL140,S0003W07740S0005W07740S0014W07758S0009W07801S0003W07740,201712171430,SFC,FL140,S0003W07740S0005W07740S0015W07758S0008W07802S0003W07740,201712172030,SFC,FL140,S0003W07740S0003W07739S0015W07757S0008W07801S0003W07740
201712161540,REVENTADOR,352010,201712161515,SFC,FL160,N0022W07825S0002W07740S0005W07740S0006W07825N0022W07825,201712162130,SFC,FL160,N0016W07825S0002W07740S0005W07740S0008W07825N0016W07825,201712170330,SFC,FL160,N0013W07824S0002W07740S0005W07739S0010W07825N0013W07824,201712170930,SFC,FL160,N0013W07824S0003W07738S0005W07738S0010W07824N0013W07824
201712160949,REVENTADOR,352010,201712160915,SFC,FL160,N0018W07823S0003W07740S0005W07740S0009W07827N0018W07823,201712161530,SFC,FL160,N0017W07824S0003W07739S0005W07738S0011W07826N0017W07824,201712162130,SFC,FL160,N0011W07826S0002W07739S0005W07739S0017W07825N0011W07826,201712170330,SFC,FL160,N0001W07828S0002W07739S0004W07739S0024W07822N0001W07828
201712160355,REVENTADOR,352010,201712160315,SFC,FL160,N0043W07819S0003W07739S0004W07740N0005W07839N0043W07819,201712160930,SFC,FL160,N0035W07827S0004W07739S0005W07739S0002W07838N0035W07827,201712161530,SFC,FL160,N0030W07833S0003W07739S0005W07739S0013W07837N0030W07833,201712162130,SFC,FL160,N0017W07837S0003W07739S0005W07739S0023W07834N0017W07837
201712150848,REVENTADOR,352010,201712150815,SFC,FL150,N0019W07822S0003W07740S0004W07740S0022W07822N0019W07822,201712151430,SFC,FL150,N0015W07823S0004W07738S0004W07740S0024W07824N0015W07823,201712152030,SFC,FL150,N0017W07823S0003W07740S0005W07740S0024W07822N0017W07823,201712160230,SFC,FL150,N0018W07823S0002W07738S0005W07738S0023W07823N0018W07823
201712150312,REVENTADOR,352010,201712150245,SFC,FL150,S0004W07740S0004W07738S0027W07734S0027W07752S0004W07740,201712150900,SFC,FL150,S0004W07740S0004W07738S0028W07744S0023W07802S0004W07740,201712151500,None,None,NO ASH,201712152100,None,None,NO ASH
201712132103,REVENTADOR,352010,201712132015,SFC,FL140,S0004W07737S0031W07724S0031W07744S0005W07741S0004W07737,201712140230,SFC,FL140,S0002W07742S0004W07736S0031W07739S0028W07804S0002W07742,201712140830,SFC,FL140,S0001W07740S0005W07738S0029W07737S0030W07805S0001W07740,201712141430,SFC,FL140,N0004W07812S0001W07738S0008W07735S0016W07813N0004W07812
201712131521,REVENTADOR,352010,201712131445,SFC,FL140,S0005W07733S0031W07729S0031W07745S0009W07745S0005W07733,201712132100,SFC,FL140,S0007W07744S0007W07734S0047W07725S0047W07746S0007W07744,201712140300,SFC,FL140,S0007W07741S0007W07731S0047W07735S0041W07800S0007W07741,201712140900,SFC,FL140,S0003W07740S0005W07732S0049W07738S0044W07759S0003W07740
201712110532,REVENTADOR,352010,201712110445,SFC,FL140,N0000W07734S0008W07731S0005W07740S0004W07740N0000W07734,201712111100,SFC,FL140,S0001W07731S0008W07731S0005W07740S0004W07740S0001W07731,201712111700,SFC,FL140,S0001W07730S0009W07731S0005W07740S0004W07740S0001W07730,201712112300,SFC,FL140,S0002W07730S0010W07730S0006W07740S0004W07740S0002W07730
201712101807,REVENTADOR,352010,201712101645,SFC,FL140,S0001W07801S0003W07737S0007W07738S0021W07802S0001W07801,201712102300,SFC,FL140,S0001W07759S0002W07738S0007W07738S0017W07757S0001W07759,201712110500,None,None,NO ASH,201712111100,None,None,NO ASH
201712101223,REVENTADOR,352010,201712101145,SFC,FL140,N0007W07759S0003W07740S0007W07737S0016W07759N0007W07759,201712101800,SFC,FL140,N0011W07806S0002W07740S0009W07739S0019W07805N0011W07806,201712110000,None,None,NO ASH,201712110600,None,None,NO ASH
201712071254,REVENTADOR,352010,201712071215,SFC,FL140,S0002W07750S0002W07738S0006W07738S0008W07750S0002W07750,201712071830,SFC,FL140,N0000W07806S0002W07738S0007W07738S0009W07805N0000W07806,201712080030,SFC,FL140,N0002W07808S0003W07738S0007W07738S0010W07806N0002W07808,201712080630,SFC,FL140,N0002W07809S0001W07738S0007W07739S0012W07808N0002W07809
201712071253,REVENTADOR,352010,201712071215,SFC,FL140,S0002W07750S0002W07738S0006W07738S0008W07750S0002W07750,201712071830,SFC,FL140,N0000W07806S0002W07738S0007W07738S0009W07805N0000W07806,201712080030,SFC,FL140,N0002W07808S0003W07738S0007W07738S0010W07806N0002W07808,201712080630,SFC,FL140,N0002W07809S0001W07738S0007W07739S0012W07808N0002W07809
201712061323,REVENTADOR,352010,201712061245,SFC,FL130,S0002W07744S0008W07744S0008W07749S0002W07749S0002W07744,201712061900,SFC,FL130,N0006W07825S0002W07738S0010W07740S0004W07831N0006W07825,201712070100,SFC,FL13,N0014W07825S0002W07738S0010W07741N0005W07830N0014W07825,201712070700,SFC,FL130,N0025W07820S0002W07737S0010W07741N0015W07827N0025W07820
201712022304,REVENTADOR,352010,201712022245,SFC,FL140,S0003W07740S0007W07738S0025W07754S0007W07759S0003W07740,201712030500,SFC,FL140,S0007W07755S0023W07751S0030W07814S0007W07816S0007W07755,201712031100,None,None,NO ASH,201712031700,None,None,NO ASH
201712010907,REVENTADOR,352010,201712010815,SFC,FL140,S0004W07740S0005W07739S0016W07749S0008W07752S0004W07740,201712011430,SFC,FL140,S0004W07740S0005W07739S0014W07752S0007W07755S0004W07740,201712012030,SFC,FL140,S0004W07740S0005W07739S0013W07753S0004W07756S0004W07740,201712020230,SFC,FL140,S0004W07740S0005W07740S0013W07753S0004W07755S0004W07740
201712010333,REVENTADOR,352010,201712010245,SFC,FL140,S0003W07748S0004W07740S0005W07739S0009W07747S0003W07748,201712010900,SFC,FL140,S0004W07748S0004W07740S0005W07739S0011W07747S0004W07748,201712011500,SFC,FL140,S0004W07748S0004W07739S0005W07739S0011W07747S0004W07748,201712012100,SFC,FL140,S0004W07748S0004W07740S0005W07739S0011W07747S0004W07748
201711290826,REVENTADOR,352010,201711290800,SFC,FL130,N0003W07808S0003W07738S0007W07737S0016W07808N0003W07808,201711291400,SFC,FL130,N0007W07810S0003W07738S0007W07737S0010W07809N0007W07810,201711292000,SFC,FL130,N0004W07808S0004W07737S0007W07737S0013W07808N0004W07808,201711300200,SFC,FL130,N0014W07808S0003W07738S0007W07738S0002W07812N0014W07808
201711290246,REVENTADOR,352010,201711290230,SFC,FL130,N0012W07815S0002W07737S0007W07739S0019W07814N0012W07815,201711290830,SFC,FL130,N0015W07821S0002W07738S0009W07737S0022W07822N0015W07821,201711291430,None,None,NO ASH,201711292030,None,None,NO ASH
201711282143,REVENTADOR,352010,201711282100,SFC,FL130,N0007W07805S0001W07737S0005W07738S0015W07804N0007W07805,201711290300,SFC,FL130,N0008W07809S0001W07738S0007W07738S0017W07809N0008W07809,201711290900,None,None,NO ASH,201711291500,None,None,NO ASH
201711280529,REVENTADOR,352010,201711280500,SFC,FL150,N0001W07800S0002W07738S0006W07738S0010W07800N0001W07800,201711281100,SFC,FL150,S0002W07801S0003W07738S0007W07738S0014W07801S0002W07801,201711281700,SFC,FL150,S0001W07759S0003W07738S0007W07737S0012W07800S0001W07759,201711282300,SFC,FL150,S0003W07738S0007W07738S0014W07801S0003W07800S0003W07738
201711280018,REVENTADOR,352010,201711272330,SFC,FL150,N0004W07804S0004W07737S0007W07738S0018W07805N0004W07804,201711280530,SFC,FL150,N0007W07810S0001W07738S0009W07739S0022W07810N0007W07810,201711281130,SFC,FL150,N0008W07810S0003W07737S0007W07739S0023W07810N0008W07810,201711281730,SFC,FL150,N0005W07804S0003W07737S0007W07737S0019W07804N0005W07804
201711272354,REVENTADOR,352010,201711272330,SFC,FL150,N0004W07802S0001W07738S0007W07738S0018W07802N0004W07802,201711280530,SFC,FL150,N0007W07810S0001W07738S0009W07739S0022W07810N0007W07810,201711281130,SFC,FL150,N0008W07810S0003W07737S0007W07739S0023W07810N0008W07810,201711281730,SFC,FL150,N0005W07804S0003W07737S0007W07737S0019W07804N0005W07804
201711271856,REVENTADOR,352010,201711271830,SFC,FL150,S0004W07749S0004W07740S0005W07740S0010W07747S0004W07749,201711280030,SFC,FL150,S0004W07740S0005W07740S0010W07747S0004W07749S0004W07740,201711280630,SFC,FL150,S0004W07740S0005W07739S0010W07747S0004W07749S0004W07740,201711281230,SFC,FL150,S0004W07749S0004W07739S0005W07739S0009W07747S0004W07749
201711271256,REVENTADOR,352010,201711271233,SFC,FL150,S0004W07740S0005W07739S0016W07753S0006W07755S0004W07740,201711271830,SFC,FL150,S0004W07739S0005W07739S0016W07753S0006W07755S0004W07739,201711280030,SFC,FL150,S0004W07739S0005W07739S0016W07753S0006W07754S0004W07739,201711280630,SFC,FL150,S0004W07739S0005W07739S0017W07753S0006W07755S0004W07739
201711270055,REVENTADOR,352010,201711270000,SFC,FL150,N0011W07757S0004W07738S0006W07740N0005W07802N0011W07757,201711270600,SFC,FL150,N0009W07815S0002W07738S0007W07740S0001W07816N0009W07815,201711271200,SFC,FL150,N0006W07820S0002W07740S0007W07739S0006W07819N0006W07820,201711271800,SFC,FL150,N0004W07820S0002W07738S0008W07739S0007W07822N0004W07820
201711260054,REVENTADOR,352010,201711260015,SFC,FL140,S0003W07801S0004W07739S0007W07739S0008W07801S0003W07801,201711260630,SFC,FL140,S0002W07802S0003W07739S0007W07739S0006W07801S0002W07802,201711261230,SFC,FL140,N0002W07802S0003W07739S0007W07740S0002W07803N0002W07802,201711261830,SFC,FL140,N0009W07802S0003W07738S0007W07740N0004W07805N0009W07802
201711251340,REVENTADOR,352010,201711251315,SFC,FL140,N0007W07747S0000W07742S0002W07744N0004W07751N0007W07747,201711251930,SFC,FL140,N0011W07749N0004W07744N0001W07747N0006W07756N0011W07749,201711260130,SFC,FL140,N0013W07750N0006W07745N0003W07750N0011W07758N0013W07750,201711260730,SFC,FL140,N0014W07750N0005W07746N0002W07750N0011W07756N0014W07750
201711250738,REVENTADOR,352010,201711250715,SFC,FL140,S0004W07740S0005W07738S0009W07745S0006W07747S0004W07740,201711251330,SFC,FL140,S0003W07739S0005W07738S0010W07748S0005W07750S0003W07739,201711251930,SFC,FL140,S0002W07752S0004W07739S0006W07738S0007W07753S0002W07752,201711260130,SFC,FL140,S0002W07752S0004W07739S0006W07738S0008W07753S0002W07752
201711250206,REVENTADOR,352010,201711250130,SFC,FL140,S0002W07802S0002W07739S0008W07738S0008W07802S0002W07802,201711250730,SFC,FL140,N0006W07805S0003W07738S0008W07740S0002W07809N0006W07805,201711251330,SFC,FL140,N0006W07810S0002W07739S0008W07740S0003W07812N0006W07810,201711251930,SFC,FL140,N0007W07809S0002W07738S0010W07740S0002W07813N0007W07809
201711240318,REVENTADOR,352010,201711240245,SFC,FL170,N0034W07805S0002W07738S0004W07741N0011W07829N0034W07805,201711240900,SFC,FL170,N0038W07802S0002W07737S0006W07741N0010W07832N0038W07802,201711241500,SFC,FL170,N0038W07802N0002W07738S0005W07740N0011W07832N0038W07802,201711242100,SFC,FL170,N0040W07802N0000W07738S0003W07742N0012W07832N0040W07802
201711240259,REVENTADOR,352010,NA,SFC,FL170,N0034W07805S0002W07738S0004W07741N0011W07829N0034W07805,201711240800,SFC,FL170,N0038W07802S0002W07737S0006W07741N0010W07832N0038W07802,201711241400,SFC,FL170,N0038W07802N0002W07738S0005W07740N0011W07832N0038W07802,201711242000,SFC,FL170,N0040W07802N0000W07738S0003W07742N0012W07832N0040W07802
201711240202,REVENTADOR,352010,201711240115,SFC,FL170,N0028W07802S0003W07739S0005W07741N0011W07819N0028W07802,201711240730,SFC,FL170,N0029W07802S0001W07739S0004W07741N0010W07819N0029W07802,201711241330,SFC,FL170,N0030W07759S0002W07738S0005W07741N0009W07821N0030W07759,201711241930,SFC,FL170,N0032W07802S0002W07738S0005W07740N0010W07822N0032W07802
201711230153,REVENTADOR,352010,201711230116,SFC,FL160,N0006W07744S0004W07738S0007W07740N0003W07754N0006W07744,201711230730,SFC,FL160,N0003W07755S0005W07738S0007W07738S0003W07801N0003W07755,201711231330,SFC,FL160,N0002W07755S0005W07737S0008W07739S0004W07801N0002W07755,201711231930,SFC,FL160,N0002W07756S0005W07737S0007W07738S0005W07802N0002W07756
201711222022,REVENTADOR,352010,201711221945,SFC,FL160,N0021W07756S0005W07737S0006W07740N0016W07802N0021W07756,201711230200,SFC,FL160,S0001W07804S0003W07738S0006W07738S0010W07804S0001W07804,201711230800,SFC,FL160,S0001W07804S0003W07738S0007W07738S0009W07804S0001W07804,201711231400,SFC,FL160,N0007W07804S0004W07738S0005W07739S0005W07805N0007W07804
